Layer[0],Layer[1],Layer[2],IN[3],INFER[3-4],OUT[4],TEE[3-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.396108,0.017888,0.191558,0.144068,0.099491,0.064066,0.311305,0.000736,0.014593,0.000576,0.001536,0.001120,0.000384,0.943324
0.395756,0.017568,0.191942,0.145284,0.103747,0.074723,0.326890,0.000672,0.014368,0.000384,0.001568,0.001184,0.000416,0.958876
0.395467,0.017601,0.192102,0.144260,0.086850,0.065793,0.300008,0.001025,0.014880,0.000416,0.001472,0.001184,0.000416,0.931899
0.397228,0.017857,0.192069,0.147269,0.087522,0.063330,0.301577,0.000704,0.014529,0.000416,0.001568,0.001056,0.000384,0.934556
0.396172,0.017664,0.191942,0.145124,0.089539,0.063746,0.301833,0.000768,0.014784,0.000416,0.001504,0.001024,0.000416,0.934427
0.422317,0.017664,0.192486,0.144068,0.086979,0.063074,0.297513,0.000672,0.014304,0.000448,0.001505,0.001152,0.000416,0.955933
0.396684,0.017857,0.191909,0.143557,0.087394,0.067330,0.301801,0.000992,0.015105,0.000448,0.001472,0.000992,0.000416,0.934620
0.396044,0.017536,0.192358,0.139748,0.085891,0.063266,0.292009,0.000736,0.014816,0.000352,0.001536,0.001024,0.000384,0.923803
0.395916,0.017633,0.192357,0.144261,0.097891,0.062849,0.308809,0.000832,0.014401,0.000384,0.001504,0.001056,0.000416,0.941020
0.401324,0.017601,0.192517,0.142500,0.088898,0.066114,0.301833,0.000832,0.014913,0.000416,0.001600,0.001120,0.000384,0.940572
0.398316,0.017792,0.192358,0.145380,0.088067,0.068386,0.305289,0.000960,0.014560,0.000352,0.001537,0.001056,0.000384,0.940668
0.397099,0.017761,0.192358,0.132452,0.086242,0.063554,0.285608,0.000864,0.014433,0.000384,0.001440,0.001120,0.000352,0.918587
0.396236,0.017537,0.192101,0.143653,0.089794,0.066562,0.303977,0.000833,0.015104,0.000384,0.001568,0.001152,0.000384,0.937788
0.396652,0.017568,0.191590,0.130948,0.096739,0.063298,0.294153,0.000608,0.014496,0.000384,0.001536,0.001120,0.000384,0.926011
0.397388,0.017473,0.191877,0.149733,0.086626,0.063553,0.303689,0.000768,0.014529,0.000384,0.001504,0.001056,0.000352,0.937436
0.418988,0.017633,0.192166,0.145444,0.097539,0.075138,0.321737,0.001152,0.014625,0.000352,0.001568,0.000992,0.000416,0.977757
0.396524,0.017537,0.191781,0.138437,0.090818,0.064226,0.296457,0.000736,0.014529,0.000416,0.001568,0.001184,0.000352,0.928604
0.397804,0.017313,0.191781,0.145029,0.086242,0.063426,0.297737,0.001152,0.014977,0.000352,0.001504,0.001056,0.000320,0.931580
0.396395,0.017537,0.191878,0.149348,0.107011,0.109635,0.370699,0.000864,0.015200,0.000384,0.001536,0.001152,0.000384,1.004349
0.402252,0.017793,0.191941,0.140485,0.089602,0.064930,0.298473,0.000736,0.014497,0.000384,0.001472,0.001248,0.000384,0.937660
0.397612,0.017440,0.192518,0.144740,0.086147,0.062850,0.297001,0.000928,0.014944,0.000384,0.001504,0.001504,0.000384,0.932028
0.398156,0.017857,0.191877,0.143621,0.088258,0.067714,0.302921,0.001088,0.014817,0.000384,0.001472,0.001120,0.000576,0.938076
0.396524,0.017569,0.191685,0.141476,0.093666,0.064162,0.302345,0.000704,0.014369,0.000352,0.001568,0.000960,0.000384,0.933884
0.397355,0.017600,0.191686,0.133892,0.092483,0.059745,0.289224,0.000768,0.014401,0.000384,0.001536,0.001024,0.000352,0.921851
0.397772,0.017761,0.192997,0.141060,0.086531,0.061922,0.292777,0.000992,0.015168,0.000384,0.001537,0.001056,0.000576,0.928892
0.417964,0.017921,0.192101,0.143877,0.097411,0.064545,0.308777,0.000737,0.014336,0.000352,0.001568,0.001184,0.000640,0.963484
0.396524,0.017665,0.192613,0.138116,0.086946,0.067010,0.295337,0.000672,0.014497,0.000384,0.001504,0.001024,0.000384,0.928732
0.397708,0.017760,0.192358,0.141636,0.088483,0.062754,0.295945,0.000800,0.014624,0.000416,0.001600,0.001184,0.000384,0.930971
0.395788,0.017633,0.192261,0.158853,0.088739,0.063362,0.314666,0.000672,0.014304,0.000352,0.001440,0.001120,0.000384,0.946556
0.396108,0.017824,0.192325,0.134532,0.086083,0.061122,0.285385,0.000704,0.014816,0.000352,0.001536,0.001216,0.000416,0.919259
0.395084,0.017601,0.192293,0.126692,0.088003,0.067170,0.285097,0.000704,0.014528,0.000384,0.001472,0.001248,0.000320,0.916124
0.395884,0.017824,0.192230,0.122532,0.088322,0.064866,0.278728,0.001024,0.014785,0.000416,0.001504,0.000992,0.000576,0.911003
0.413644,0.017441,0.191398,0.138724,0.096995,0.068322,0.307657,0.000704,0.014048,0.000384,0.001504,0.001024,0.000320,0.955708
0.396108,0.017376,0.191654,0.116547,0.085379,0.063202,0.268360,0.000672,0.014240,0.000416,0.001504,0.000992,0.000544,0.898906
0.396396,0.017440,0.191526,0.123620,0.084290,0.060418,0.271304,0.000672,0.014529,0.000416,0.001536,0.001024,0.000288,0.902267
0.395276,0.017376,0.211174,0.138789,0.100355,0.062273,0.304713,0.000704,0.014625,0.000352,0.001504,0.000960,0.000352,0.954492
0.396331,0.017409,0.191590,0.136548,0.085986,0.063330,0.289032,0.000704,0.014145,0.000352,0.001536,0.000928,0.000640,0.920027
0.395756,0.017601,0.191685,0.138628,0.085283,0.061122,0.288073,0.000640,0.014496,0.000416,0.001536,0.000992,0.000576,0.919579
0.395724,0.017345,0.192261,0.139556,0.086947,0.064642,0.294345,0.000960,0.014432,0.000385,0.001504,0.000960,0.000576,0.925788
0.397708,0.017600,0.194726,0.138948,0.087203,0.063042,0.292809,0.000704,0.014656,0.000384,0.001536,0.001152,0.000384,0.930075
0.397132,0.017633,0.193413,0.145605,0.086274,0.062722,0.297705,0.000736,0.014593,0.000384,0.001504,0.001056,0.000672,0.932316
0.396364,0.017409,0.191941,0.135300,0.083682,0.063522,0.285577,0.000640,0.014496,0.000416,0.001504,0.000961,0.000352,0.916988
0.415661,0.017504,0.193158,0.134020,0.095875,0.064546,0.297513,0.000640,0.014080,0.000416,0.001440,0.001056,0.000384,0.949276
0.397068,0.017440,0.192774,0.096867,0.083522,0.061570,0.245127,0.000640,0.014081,0.000320,0.001504,0.000960,0.000416,0.877754
0.397547,0.017249,0.192134,0.129891,0.084867,0.062754,0.280616,0.000608,0.014528,0.000416,0.001472,0.001088,0.000352,0.913723
0.395756,0.017408,0.192774,0.162021,0.095235,0.064226,0.324810,0.000736,0.014080,0.000384,0.001504,0.001088,0.000608,0.956796
0.395627,0.017313,0.192134,0.136932,0.086402,0.062690,0.289064,0.000672,0.014049,0.000480,0.001536,0.001088,0.000704,0.920251
0.395852,0.017696,0.192646,0.136900,0.083555,0.061570,0.285097,0.000704,0.014080,0.000384,0.001504,0.001056,0.000704,0.917883
0.401004,0.017408,0.193254,0.116451,0.084515,0.062402,0.266600,0.000704,0.014560,0.000448,0.001536,0.001248,0.000608,0.905658
0.411916,0.017600,0.192230,0.140932,0.100451,0.064130,0.308809,0.000736,0.014369,0.000384,0.001472,0.001152,0.000576,0.957340
0.396555,0.017632,0.192038,0.143428,0.089731,0.062498,0.299113,0.000736,0.015296,0.000384,0.001568,0.001248,0.000608,0.933371
0.396204,0.017344,0.191718,0.138660,0.096931,0.064226,0.302953,0.000704,0.014113,0.000416,0.001536,0.001120,0.000384,0.933660
0.396459,0.017569,0.212422,0.136772,0.097987,0.065346,0.303657,0.001120,0.015393,0.000384,0.001568,0.001120,0.000608,0.957628
0.395915,0.017281,0.191974,0.135268,0.086882,0.063426,0.288712,0.000704,0.014369,0.000448,0.001536,0.000960,0.000416,0.919355
0.395979,0.017601,0.192582,0.139364,0.086754,0.061922,0.290920,0.000672,0.014209,0.000416,0.001408,0.001024,0.000384,0.922491
0.395148,0.017568,0.192070,0.135972,0.084867,0.085186,0.309385,0.001024,0.014689,0.000384,0.001536,0.000960,0.000384,0.940700
0.395660,0.017633,0.192197,0.134724,0.087043,0.062498,0.287177,0.000736,0.014112,0.000416,0.001504,0.001184,0.000416,0.918075
0.396908,0.017792,0.192742,0.144868,0.085987,0.062146,0.296233,0.000704,0.014208,0.000416,0.001536,0.000961,0.000448,0.929948
0.400524,0.017761,0.192070,0.136036,0.089666,0.064866,0.293736,0.000800,0.015233,0.000416,0.001632,0.001216,0.000608,0.931644
0.412684,0.017696,0.191942,0.140932,0.086370,0.063201,0.293928,0.000992,0.014849,0.000416,0.001536,0.001024,0.000736,0.943132
0.395788,0.017376,0.191718,0.162213,0.085090,0.063906,0.314441,0.001024,0.014721,0.000384,0.001536,0.001088,0.000608,0.945852
0.396139,0.017505,0.191814,0.137892,0.085890,0.062498,0.289576,0.000800,0.015169,0.000416,0.001472,0.001024,0.000352,0.921595
0.395467,0.017537,0.209734,0.140900,0.093507,0.067074,0.304585,0.000704,0.014785,0.000416,0.001600,0.000992,0.000384,0.954044
0.395724,0.017377,0.192069,0.136228,0.086882,0.064546,0.290857,0.000672,0.014977,0.000384,0.001536,0.001024,0.000576,0.922172
0.396748,0.017345,0.192421,0.135620,0.085442,0.064130,0.288200,0.000704,0.014240,0.000353,0.001440,0.001024,0.000608,0.920060
0.396460,0.017472,0.191910,0.137668,0.086563,0.067266,0.294537,0.000704,0.014688,0.000448,0.001440,0.001056,0.000384,0.926619
0.395948,0.017601,0.191973,0.159876,0.085411,0.062626,0.311018,0.000704,0.014208,0.000416,0.001536,0.001024,0.000640,0.942332
0.396524,0.017345,0.191973,0.139908,0.087042,0.063394,0.294089,0.000768,0.014689,0.000416,0.001568,0.000960,0.000608,0.926748
0.401068,0.017281,0.192454,0.129219,0.085698,0.062914,0.281768,0.000768,0.014592,0.000416,0.001537,0.001184,0.000384,0.918876
0.413068,0.017504,0.192358,0.132004,0.094787,0.064802,0.294889,0.000704,0.014496,0.000416,0.001472,0.001024,0.000384,0.943996
0.396076,0.017344,0.192358,0.130468,0.085378,0.062818,0.281768,0.000736,0.014561,0.000384,0.001472,0.001088,0.000352,0.913275
0.396203,0.017441,0.192453,0.128003,0.084515,0.061218,0.276712,0.000736,0.014560,0.000384,0.001536,0.001056,0.000352,0.907994
0.399820,0.017408,0.192294,0.163845,0.107459,0.064418,0.338474,0.000704,0.014720,0.000384,0.001504,0.000960,0.000352,0.973725
0.399692,0.017249,0.191974,0.141700,0.086850,0.063458,0.295112,0.000704,0.014625,0.000416,0.001536,0.000896,0.000384,0.929244
0.400812,0.017440,0.192134,0.140100,0.085731,0.062625,0.291400,0.000705,0.014208,0.000352,0.001536,0.000896,0.000608,0.927259
0.400203,0.017569,0.192102,0.137220,0.083906,0.061570,0.285640,0.000736,0.014433,0.000416,0.001536,0.001056,0.000384,0.922396
0.397196,0.017473,0.192197,0.124996,0.092003,0.061506,0.281673,0.000608,0.014176,0.000384,0.001472,0.000800,0.000384,0.913275
0.394924,0.017505,0.192613,0.131812,0.091811,0.061154,0.288169,0.000736,0.014304,0.000352,0.001536,0.001024,0.000416,0.918683
0.401740,0.017760,0.192454,0.134052,0.089891,0.063842,0.290729,0.000736,0.014688,0.000416,0.001504,0.001056,0.000352,0.929467
0.396331,0.017377,0.205958,0.124452,0.084674,0.060578,0.272904,0.000768,0.014209,0.000384,0.001472,0.000832,0.000352,0.917115
0.395308,0.017344,0.192102,0.119299,0.089250,0.064066,0.275784,0.000672,0.014305,0.000384,0.001472,0.001024,0.000384,0.905147
0.395691,0.017473,0.191685,0.112484,0.097987,0.065218,0.278633,0.000736,0.013984,0.000384,0.001440,0.000832,0.000288,0.907963
0.395436,0.017280,0.191750,0.113347,0.095843,0.061890,0.273992,0.000672,0.014432,0.000416,0.001473,0.000896,0.000288,0.902875
0.395436,0.017440,0.191622,0.116931,0.086083,0.061442,0.267304,0.000640,0.014112,0.000384,0.001504,0.000928,0.000288,0.895610
0.395948,0.017249,0.191653,0.108291,0.084195,0.059938,0.255432,0.000640,0.014336,0.000384,0.001440,0.000800,0.000320,0.884538
0.395500,0.017537,0.192005,0.140356,0.101539,0.060098,0.305193,0.000704,0.014881,0.000352,0.001440,0.000928,0.000320,0.934972
0.401452,0.017504,0.211750,0.146149,0.096835,0.064546,0.310826,0.000736,0.014624,0.000384,0.001536,0.001088,0.000416,0.969724
0.396428,0.017601,0.192294,0.155012,0.088835,0.064258,0.311497,0.000704,0.015104,0.000416,0.001536,0.001440,0.000352,0.947452
0.401100,0.017601,0.191718,0.143300,0.088739,0.063137,0.298760,0.000737,0.014752,0.000416,0.001568,0.001216,0.000416,0.938588
0.396076,0.017569,0.192421,0.146021,0.088802,0.091107,0.330026,0.000672,0.015073,0.000352,0.001600,0.001184,0.000608,0.963453
0.395660,0.017665,0.192005,0.130372,0.098083,0.063266,0.294953,0.000672,0.014849,0.000384,0.001536,0.000992,0.000576,0.927324
0.396971,0.017472,0.191622,0.139012,0.087330,0.063809,0.293704,0.000704,0.014273,0.000416,0.001504,0.001280,0.000640,0.926459
0.396907,0.017312,0.192102,0.104163,0.085250,0.062178,0.255175,0.001088,0.014977,0.000416,0.001536,0.001056,0.000352,0.888986
0.412140,0.017601,0.192069,0.138725,0.100099,0.065025,0.307049,0.000896,0.014368,0.000416,0.001536,0.001248,0.000384,0.955996
0.396012,0.017536,0.191398,0.136516,0.085923,0.061793,0.287592,0.000672,0.014305,0.000416,0.001504,0.001024,0.000416,0.918811
0.396332,0.017504,0.191526,0.143460,0.087171,0.063138,0.296553,0.000704,0.014432,0.000416,0.001504,0.000992,0.000384,0.927963
0.395468,0.017536,0.213415,0.137252,0.092803,0.071554,0.304809,0.000704,0.014752,0.000384,0.001504,0.001056,0.000352,0.958588
0.395948,0.017408,0.191174,0.136036,0.087011,0.064386,0.290249,0.000704,0.014528,0.000416,0.001536,0.001056,0.000608,0.921371
0.397868,0.017728,0.192710,0.132036,0.087395,0.070146,0.293001,0.001216,0.014816,0.000416,0.001568,0.001184,0.000576,0.929147
0.396235,0.017601,0.191750,0.130755,0.085667,0.062914,0.282632,0.001024,0.014752,0.000352,0.001537,0.001184,0.000352,0.915195
0.395148,0.017632,0.191590,0.123876,0.086050,0.061218,0.274184,0.000768,0.014209,0.000416,0.001536,0.000992,0.000384,0.903515
0.395563,0.017825,0.191366,0.148932,0.087139,0.064353,0.303465,0.000672,0.014144,0.000448,0.001536,0.001056,0.000384,0.933883
0.395404,0.017504,0.191398,0.127236,0.087875,0.064801,0.282857,0.000672,0.014624,0.000448,0.001472,0.000992,0.000384,0.912667
0.414732,0.017857,0.191717,0.146917,0.085314,0.062146,0.297257,0.000672,0.014465,0.000416,0.001536,0.000992,0.000544,0.947260
0.398251,0.017600,0.191494,0.144900,0.085603,0.062113,0.295752,0.000737,0.014176,0.000416,0.001568,0.001056,0.000640,0.928763
0.396715,0.017312,0.191782,0.140196,0.085730,0.062754,0.291656,0.000704,0.014273,0.000352,0.001472,0.001024,0.000352,0.922747
0.395915,0.017537,0.191622,0.159492,0.102179,0.061634,0.326409,0.000736,0.014145,0.000416,0.001504,0.001088,0.000288,0.956668
0.395948,0.017504,0.192102,0.141764,0.085955,0.062402,0.293161,0.000800,0.014720,0.000416,0.001568,0.001024,0.000320,0.924923
0.401292,0.017729,0.194118,0.143396,0.093027,0.065858,0.305481,0.000672,0.014464,0.000384,0.001536,0.001152,0.000576,0.945468
0.395916,0.017824,0.192902,0.141060,0.088515,0.062658,0.295433,0.000736,0.014368,0.000384,0.001536,0.001056,0.000416,0.928252
0.396044,0.017408,0.192358,0.146276,0.086979,0.063266,0.301225,0.000640,0.014336,0.000416,0.001568,0.001120,0.000384,0.932955
0.396140,0.017600,0.191782,0.146148,0.084995,0.061474,0.295689,0.000704,0.014528,0.000384,0.001472,0.000992,0.000384,0.927323
0.397004,0.017632,0.192005,0.152229,0.085442,0.061602,0.302249,0.000672,0.014145,0.000384,0.001536,0.001088,0.000576,0.934556
0.412332,0.017696,0.192454,0.140484,0.091843,0.062082,0.297769,0.000704,0.014528,0.000384,0.001536,0.001024,0.000640,0.946683
0.395404,0.017440,0.191750,0.140900,0.086403,0.062626,0.293097,0.000736,0.014784,0.000352,0.001568,0.001024,0.000352,0.923835
0.397484,0.017536,0.191942,0.137540,0.087491,0.062146,0.290025,0.000704,0.014176,0.000352,0.001504,0.001056,0.000352,0.922267
0.396172,0.017344,0.192006,0.138084,0.087363,0.086626,0.316265,0.001056,0.014529,0.000384,0.001536,0.001088,0.000288,0.949084
0.396107,0.017568,0.191654,0.139876,0.087171,0.063521,0.293672,0.000704,0.014209,0.000384,0.001536,0.001024,0.000352,0.924507
0.400972,0.017760,0.192710,0.131364,0.087875,0.064417,0.287017,0.000736,0.014560,0.000352,0.001536,0.001152,0.000384,0.924699
0.397579,0.017600,0.192518,0.147364,0.089635,0.065058,0.305513,0.000800,0.014432,0.000320,0.001568,0.001024,0.000576,0.940091
0.426125,0.017632,0.192294,0.144452,0.095587,0.064962,0.308329,0.000704,0.014689,0.000384,0.001536,0.000992,0.000384,0.970749
0.396300,0.017569,0.192453,0.135940,0.087554,0.061666,0.288393,0.000704,0.014176,0.000384,0.001569,0.001088,0.000416,0.920668
0.396428,0.017408,0.191942,0.133156,0.085250,0.060482,0.282088,0.000704,0.014657,0.000480,0.001536,0.000960,0.000352,0.914011
0.396107,0.017441,0.209702,0.140676,0.095651,0.068962,0.308329,0.000704,0.014145,0.000448,0.001600,0.001024,0.000416,0.957564
0.397260,0.017504,0.193446,0.141220,0.088451,0.064418,0.297545,0.000800,0.014464,0.000416,0.001568,0.001184,0.000384,0.932507
0.396876,0.017601,0.192453,0.140773,0.087234,0.062466,0.293705,0.000736,0.014241,0.000416,0.001536,0.001088,0.000576,0.927036
0.395531,0.017473,0.192806,0.139492,0.087330,0.082370,0.312457,0.001088,0.015488,0.000449,0.001536,0.001088,0.000352,0.946076
0.396044,0.017472,0.192294,0.161637,0.087618,0.063042,0.315305,0.000960,0.014753,0.000384,0.001536,0.000992,0.000320,0.947836
0.397899,0.017632,0.193766,0.141508,0.088899,0.063746,0.298153,0.000768,0.014848,0.000416,0.001568,0.001152,0.000352,0.935163
0.396812,0.017504,0.192614,0.132676,0.085410,0.061057,0.283048,0.000704,0.014177,0.000384,0.001568,0.001376,0.000608,0.916379
0.429004,0.017440,0.192262,0.138276,0.094531,0.063298,0.299625,0.000704,0.014112,0.000352,0.001536,0.001024,0.000288,0.963612
0.395723,0.017312,0.191750,0.135620,0.087394,0.064002,0.290280,0.000672,0.013985,0.000448,0.001536,0.000960,0.000352,0.919867
0.395403,0.017505,0.191686,0.162052,0.087779,0.063202,0.316137,0.000672,0.014496,0.000448,0.001537,0.001024,0.000320,0.946332
0.395916,0.017569,0.208614,0.147268,0.092387,0.063234,0.306473,0.000704,0.014272,0.000352,0.001568,0.001056,0.000384,0.955133
0.395564,0.017344,0.192006,0.137860,0.086403,0.062817,0.290281,0.000736,0.014112,0.000352,0.001568,0.001056,0.000576,0.920667
0.395788,0.017376,0.191718,0.136132,0.085507,0.064961,0.289609,0.000672,0.014560,0.000352,0.001568,0.000960,0.000320,0.920507
0.396011,0.017409,0.191622,0.135300,0.085858,0.062082,0.286536,0.000672,0.014209,0.000416,0.001536,0.001152,0.000352,0.917403
0.395660,0.017312,0.191814,0.135428,0.094563,0.063522,0.296553,0.000736,0.014176,0.000416,0.001472,0.001056,0.000352,0.926939
0.397900,0.017889,0.193157,0.153861,0.090211,0.065730,0.313610,0.000736,0.014400,0.000416,0.001536,0.001120,0.000320,0.949564
0.396940,0.017697,0.192518,0.140356,0.088770,0.062658,0.294920,0.000704,0.014401,0.000352,0.001536,0.001024,0.000320,0.927164
0.428908,0.017409,0.192325,0.142053,0.085154,0.062658,0.292905,0.000640,0.014497,0.000384,0.001536,0.000896,0.000608,0.957084
0.395468,0.017632,0.191974,0.139940,0.085251,0.060930,0.289065,0.000704,0.015360,0.000384,0.001568,0.000896,0.000608,0.920507
0.395275,0.017536,0.191974,0.128132,0.085090,0.061826,0.278408,0.000672,0.014176,0.000353,0.001536,0.000992,0.000608,0.908763
0.396812,0.017793,0.191749,0.164676,0.090691,0.066658,0.325066,0.001184,0.014337,0.000416,0.001568,0.000928,0.000672,0.957213
0.396139,0.017537,0.192165,0.140036,0.085570,0.063074,0.291784,0.000736,0.014113,0.000416,0.001472,0.001152,0.000672,0.923388
0.397675,0.017345,0.191718,0.137316,0.086754,0.070722,0.297832,0.000704,0.014208,0.000416,0.001472,0.001120,0.000672,0.930235
0.395947,0.017633,0.192006,0.128355,0.084323,0.060962,0.276840,0.000736,0.014240,0.000416,0.001504,0.001024,0.000384,0.907834
0.400620,0.017473,0.192550,0.139748,0.091106,0.067810,0.301897,0.001120,0.015200,0.000352,0.001568,0.001056,0.000320,0.940316
0.396204,0.017568,0.192230,0.141540,0.084995,0.062338,0.291785,0.000704,0.014560,0.000416,0.001536,0.000992,0.000384,0.923515
0.395724,0.017440,0.191686,0.145796,0.085699,0.062178,0.296745,0.000704,0.014112,0.000448,0.001568,0.000992,0.000385,0.927356
0.395372,0.051906,0.192165,0.145509,0.093955,0.064897,0.307913,0.000704,0.014048,0.000416,0.001536,0.000992,0.000640,0.973117
0.396299,0.017281,0.192006,0.144708,0.086659,0.063489,0.297864,0.000736,0.014113,0.000384,0.001504,0.001056,0.000608,0.928891
0.396076,0.017345,0.191781,0.141956,0.086627,0.061954,0.293481,0.000672,0.014272,0.000384,0.001568,0.000961,0.000608,0.924220
0.395724,0.017505,0.191749,0.136036,0.104803,0.067137,0.310890,0.000736,0.014176,0.000384,0.001568,0.001088,0.000320,0.941468
0.395979,0.017537,0.191846,0.141028,0.086786,0.065762,0.296552,0.000768,0.014113,0.000416,0.001536,0.001056,0.000640,0.927131
0.395340,0.017472,0.192166,0.134852,0.085411,0.065442,0.288585,0.000608,0.014240,0.000384,0.001568,0.000992,0.000416,0.918811
0.394987,0.017632,0.192102,0.143492,0.084675,0.060577,0.291720,0.000672,0.014145,0.000416,0.001600,0.001024,0.000384,0.921787
0.421772,0.017985,0.192774,0.133187,0.095011,0.065538,0.297000,0.000704,0.014209,0.000448,0.001568,0.001216,0.000384,0.955964
0.395660,0.017696,0.191878,0.126148,0.085506,0.062594,0.277448,0.000768,0.014433,0.000384,0.001536,0.001024,0.000384,0.908699
0.397291,0.017377,0.192006,0.143780,0.083938,0.066178,0.297000,0.000960,0.014337,0.000384,0.001600,0.001088,0.000640,0.930267
0.395403,0.017408,0.223367,0.146116,0.101827,0.063298,0.314409,0.000704,0.014176,0.000416,0.001536,0.001024,0.000352,0.976829
0.395756,0.017504,0.191782,0.136676,0.086691,0.062594,0.288873,0.000736,0.014240,0.000416,0.001632,0.000992,0.000320,0.919323
0.395436,0.017568,0.191782,0.138052,0.086755,0.063810,0.291721,0.000704,0.014400,0.000384,0.001504,0.000992,0.000640,0.922459
0.395212,0.017504,0.192038,0.133924,0.086403,0.061633,0.284968,0.000704,0.014721,0.000416,0.001472,0.000960,0.000352,0.916091
0.396012,0.017472,0.191430,0.131364,0.087874,0.060834,0.282920,0.000672,0.014177,0.000416,0.001504,0.001056,0.000352,0.913211
0.395627,0.017441,0.192006,0.135876,0.099203,0.062273,0.300361,0.000736,0.014272,0.000384,0.001536,0.000928,0.000320,0.930875
0.399819,0.017504,0.191494,0.134852,0.084898,0.060322,0.283240,0.000704,0.014689,0.000416,0.001568,0.000960,0.000256,0.917947
